ID	Block	Trials	Practice	VideoStart	ITI	ITI_measured	Color	Conflict	Global	Local	Task	Video_pos	Video_dist	Video_present	Video_cat_cond	Video_cat	Video	VideoPlayed	VideoCheck	RT	DT	Visits	KeyPress	KeyColor	Correct	Reward	RewardCond
405	1	1	1	none	1.5	1.47759	yellow	1	right	right	GLO	right	far	0	intact	none	none	0	0	0.604132	0	1	left	yellow	1	0	0
405	1	2	1	none	1.5	1.51685	green	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.615753	0	1	right	green	1	0	0
405	1	3	1	none	1.5	1.51577	red	1	right	right	GLO	right	far	0	intact	none	none	0	0	1.2362	0	1	down	red	1	0	0
405	1	4	1	none	1.5	1.51715	blue	1	right	right	GLO	left	far	0	intact	none	none	0	0	1.01132	0	1	up	blue	1	0	0
405	1	5	1	none	1.5	1.51687	blue	0	up	up	GLO	right	far	0	intact	none	none	0	0	0.561417	0	1	up	blue	1	0	0
405	1	6	1	none	1.5	1.51698	blue	0	up	up	GLO	right	far	0	intact	none	none	0	0	0.466376	0	1	up	blue	1	0	0
405	1	7	1	none	1.5	1.51594	red	0	down	down	GLO	right	far	0	intact	none	none	0	0	0.632236	0	1	down	red	1	0	0
405	1	8	1	none	1.5	1.51588	yellow	1	down	down	GLO	left	close	0	intact	none	none	0	0	0.665941	0	1	left	yellow	1	0	0
405	1	9	1	none	1.5	1.51682	red	0	down	down	GLO	right	close	0	intact	none	none	0	0	0.666605	0	1	down	red	1	0	0
405	1	10	1	none	1.5	1.51695	blue	1	left	left	GLO	right	far	0	intact	none	none	0	0	0.650327	0	1	up	blue	1	0	0
405	1	11	1	none	1.5	1.51737	green	1	down	down	GLO	left	far	0	intact	none	none	0	0	0.632799	0	1	right	green	1	0	0
405	1	12	1	none	1.5	1.51702	blue	1	down	down	GLO	right	far	0	intact	none	none	0	0	1.46648	0	1	up	blue	1	0	0
405	1	13	1	none	1.5	1.51696	red	0	down	down	GLO	right	far	0	intact	none	none	0	0	0.449669	0	1	down	red	1	0	0
405	1	14	1	none	1.5	1.51675	yellow	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.599973	0	1	left	yellow	1	0	0
405	1	15	1	none	1.5	1.51671	green	0	right	right	GLO	left	far	0	intact	none	none	0	0	0.548081	0	1	right	green	1	0	0
405	1	16	1	none	1.5	1.51585	green	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.766641	0	1	right	green	1	0	0
405	1	17	1	none	1.5	1.51654	green	0	right	right	GLO	right	far	0	intact	none	none	0	0	0.450706	0	1	right	green	1	0	0
405	1	18	1	none	1.5	1.51562	green	0	right	right	GLO	left	close	0	intact	none	none	0	0	0.433179	0	1	right	green	1	0	0
405	1	19	1	none	1.5	1.51585	red	1	up	up	GLO	left	far	0	intact	none	none	0	0	0.50033	0	1	up	blue	0	0	0
405	1	20	1	none	1.5	1.51715	yellow	0	left	left	GLO	right	far	0	intact	none	none	0	0	0.56138	0	1	left	yellow	1	0	0
405	1	21	1	none	1.5	1.51579	yellow	1	up	up	GLO	right	far	0	intact	none	none	0	0	0.600242	0	1	left	yellow	1	0	0
405	1	22	1	none	1.5	1.51694	green	1	left	left	GLO	right	far	0	intact	none	none	0	0	0.616683	0	1	right	green	1	0	0
405	1	23	1	none	1.5	1.51588	green	1	up	up	GLO	left	close	0	intact	none	none	0	0	0.540432	0	1	right	green	1	0	0
405	1	24	1	none	1.5	1.51583	yellow	0	left	left	GLO	right	far	0	intact	none	none	0	0	0.716661	0	1	left	yellow	1	0	0
405	1	25	1	none	1.5	1.51572	yellow	0	left	left	GLO	left	close	0	intact	none	none	0	0	0.401094	0	1	left	yellow	1	0	0
405	1	26	1	none	1.5	1.51582	blue	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.781893	0	1	down	red	0	0	0
405	1	27	1	none	1.5	1.51584	green	1	up	up	GLO	left	close	0	intact	none	none	0	0	0.733348	0	1	right	green	1	0	0
405	1	28	1	none	1.5	1.51664	blue	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.416998	0	1	up	blue	1	0	0
405	1	29	1	none	1.5	1.51774	green	0	right	right	GLO	right	far	0	intact	none	none	0	0	0.581809	0	1	right	green	1	0	0
405	1	30	1	none	1.5	1.51719	red	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.866731	0	1	down	red	1	0	0
405	1	31	1	none	1.5	1.51705	red	0	down	down	GLO	left	far	0	intact	none	none	0	0	0.432119	0	1	down	red	1	0	0
405	1	32	1	none	1.5	1.51693	red	0	down	down	GLO	right	close	0	intact	none	none	0	0	0.366239	0	1	down	red	1	0	0
405	1	33	1	none	1.5	1.51572	yellow	1	right	right	GLO	left	close	0	intact	none	none	0	0	0.433637	0	1	right	green	0	0	0
405	1	34	1	none	1.5	1.51593	green	0	right	right	GLO	left	close	0	intact	none	none	0	0	0.695316	0	1	right	green	1	0	0
405	1	35	1	none	1.5	1.51583	yellow	0	left	left	GLO	left	far	0	intact	none	none	0	0	0.547686	0	1	left	yellow	1	0	0
405	1	36	1	none	1.5	1.51723	blue	0	up	up	GLO	left	far	0	intact	none	none	0	0	0.483443	0	1	up	blue	1	0	0
405	1	37	1	none	1.5	1.51722	yellow	0	left	left	GLO	left	close	0	intact	none	none	0	0	0.599524	0	1	left	yellow	1	0	0
405	1	38	1	none	1.5	1.51695	red	1	up	up	GLO	left	far	0	intact	none	none	0	0	0.683477	0	1	down	red	1	0	0
405	1	39	1	none	0.5	0.517414	yellow	0	left	left	GLO	right	close	0	intact	none	none	0	0	0.631208	0	1	left	yellow	1	0	0
405	1	40	1	none	0.5	0.51722	green	1	up	up	GLO	right	close	0	intact	none	none	0	0	0.789988	0	1	up	blue	0	0	0
405	1	41	1	none	0.5	0.516116	red	0	down	down	GLO	right	close	0	intact	none	none	0	0	0.683737	0	1	down	red	1	0	0
405	1	42	1	none	0.5	0.515719	green	0	right	right	GLO	right	far	0	intact	none	none	0	0	0.417546	0	1	right	green	1	0	0
405	1	43	1	none	0.5	0.516661	blue	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.464658	0	1	left	yellow	0	0	0
405	1	44	1	none	0.5	0.51676	yellow	0	left	left	GLO	left	far	0	intact	none	none	0	0	1.09966	0	1	left	yellow	1	0	0
405	1	45	1	none	0.5	0.517399	yellow	0	left	left	GLO	left	far	0	intact	none	none	0	0	0.482804	0	1	left	yellow	1	0	0
405	1	46	1	none	0.5	0.517015	green	1	up	up	GLO	right	close	0	intact	none	none	0	0	1.01627	0	1	up	blue	0	0	0
405	1	47	1	none	0.5	0.516788	red	1	left	left	GLO	right	far	0	intact	none	none	0	0	0.867454	0	1	down	red	1	0	0
405	1	48	1	none	0.5	0.51649	green	1	up	up	GLO	left	close	0	intact	none	none	0	0	0.616019	0	1	right	green	1	0	0
405	1	49	1	none	0.5	0.516773	green	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.567256	0	1	right	green	1	0	0
405	1	50	1	none	0.5	0.515836	blue	0	up	up	GLO	right	far	0	intact	none	none	0	0	0.667539	0	1	up	blue	1	0	0
405	1	51	1	none	0.5	0.516973	yellow	1	right	right	GLO	right	close	0	intact	none	none	0	0	0.5328	0	1	left	yellow	1	0	0
405	1	52	1	none	0.5	0.517138	green	1	left	left	GLO	left	far	0	intact	none	none	0	0	0.900024	0	1	right	green	1	0	0
405	1	53	1	none	0.5	0.516087	green	0	right	right	GLO	right	close	0	intact	none	none	0	0	0.500739	0	1	right	green	1	0	0
405	1	54	1	none	0.5	0.517003	yellow	0	left	left	GLO	right	close	0	intact	none	none	0	0	0.533391	0	1	left	yellow	1	0	0
405	1	55	1	none	0.5	0.51702	green	0	right	right	GLO	left	far	0	intact	none	none	0	0	0.550185	0	1	right	green	1	0	0
405	1	56	1	none	0.5	0.51719	red	1	right	right	GLO	left	far	0	intact	none	none	0	0	0.479107	0	1	down	red	1	0	0
