ID	Block	Trials	Practice	VideoStart	ITI	ITI_measured	Color	Conflict	Global	Local	Task	Video_pos	Video_dist	Video_present	Video_cat_cond	Video_cat	Video	VideoPlayed	VideoCheck	RT	DT	Visits	KeyPress	KeyColor	Correct	Reward	RewardCond
402	1	1	1	none	0.5	1.10866	red	1	left	left	GLO	right	close	0	intact	none	none	0	0	1.32958	0	1	down	red	1	0	0
402	1	2	1	none	0.5	0.516619	red	0	down	down	GLO	left	close	0	intact	none	none	0	0	0.749274	0	1	down	red	1	0	0
402	1	3	1	none	0.5	0.517087	red	0	down	down	GLO	left	close	0	intact	none	none	0	0	0.528059	0	1	down	red	1	0	0
402	1	4	1	none	0.5	0.51642	green	0	right	right	GLO	right	close	0	intact	none	none	0	0	2.08074	0	1	right	green	1	0	0
402	1	5	1	none	0.5	0.515886	green	0	right	right	GLO	right	far	0	intact	none	none	0	0	0.628451	0	1	right	green	1	0	0
402	1	6	1	none	0.5	0.516491	red	1	left	left	GLO	right	close	0	intact	none	none	0	0	0.729376	0	1	down	red	1	0	0
402	1	7	1	none	0.5	0.517109	red	1	right	right	GLO	left	close	0	intact	none	none	0	0	0.750808	0	1	down	red	1	0	0
402	1	8	1	none	0.5	0.515804	red	1	left	left	GLO	left	close	0	intact	none	none	0	0	0.76667	0	1	down	red	1	0	0
402	1	9	1	none	0.5	0.516895	yellow	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.732778	0	1	left	yellow	1	0	0
402	1	10	1	none	0.5	0.516866	green	1	up	up	GLO	left	close	0	intact	none	none	0	0	1.04741	0	1	right	green	1	0	0
402	1	11	1	none	0.5	0.517093	red	1	right	right	GLO	right	close	0	intact	none	none	0	0	0.688845	0	1	down	red	1	0	0
402	1	12	1	none	0.5	0.517435	red	1	right	right	GLO	left	far	0	intact	none	none	0	0	1.99907	0	1	down	red	1	0	0
402	1	13	1	none	0.5	0.516298	blue	1	left	left	GLO	right	far	0	intact	none	none	0	0	0.864265	0	1	up	blue	1	0	0
402	1	14	1	none	0.5	0.516866	red	1	up	up	GLO	right	far	0	intact	none	none	0	0	0.647427	0	1	down	red	1	0	0
402	1	15	1	none	0.5	0.516762	green	0	right	right	GLO	left	far	0	intact	none	none	0	0	0.800428	0	1	left	yellow	0	0	0
402	1	16	1	none	0.5	0.516081	blue	1	left	left	GLO	left	far	0	intact	none	none	0	0	0.867215	0	1	up	blue	1	0	0
402	1	17	1	none	0.5	0.517129	blue	1	right	right	GLO	left	close	0	intact	none	none	0	0	0.883373	0	1	up	blue	1	0	0
402	1	18	1	none	0.5	0.516403	blue	0	up	up	GLO	right	close	0	intact	none	none	0	0	0.951508	0	1	up	blue	1	0	0
402	1	19	1	none	0.5	0.515972	yellow	1	right	right	GLO	right	far	0	intact	none	none	0	0	0.828701	0	1	left	yellow	1	0	0
402	1	20	1	none	0.5	0.51598	blue	1	down	down	GLO	right	far	0	intact	none	none	0	0	0.878905	0	1	up	blue	1	0	0
402	1	21	1	none	0.5	0.516745	blue	1	right	right	GLO	right	far	0	intact	none	none	0	0	0.812763	0	1	up	blue	1	0	0
402	1	22	1	none	0.5	0.516177	blue	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.782624	0	1	up	blue	1	0	0
402	1	23	1	none	0.5	0.516522	blue	1	down	down	GLO	left	close	0	intact	none	none	0	0	0.642484	0	1	up	blue	1	0	0
402	1	24	1	none	0.5	0.516336	yellow	0	left	left	GLO	right	close	0	intact	none	none	0	0	0.750547	0	1	left	yellow	1	0	0
402	1	25	1	none	0.5	0.516252	blue	1	right	right	GLO	right	far	0	intact	none	none	0	0	0.767168	0	1	up	blue	1	0	0
402	1	26	1	none	0.5	0.516466	green	1	left	left	GLO	right	far	0	intact	none	none	0	0	1.17584	0	1	right	green	1	0	0
402	1	27	1	none	0.5	0.516009	green	1	down	down	GLO	left	far	0	intact	none	none	0	0	1.05107	0	1	right	green	1	0	0
402	1	28	1	none	0.5	0.516936	blue	1	right	right	GLO	right	far	0	intact	none	none	0	0	0.731278	0	1	up	blue	1	0	0
402	1	29	1	none	0.5	0.516438	red	0	down	down	GLO	right	far	0	intact	none	none	0	0	0.600486	0	1	down	red	1	0	0
402	1	30	1	none	0.5	0.516212	green	0	right	right	GLO	right	far	0	intact	none	none	0	0	2.08276	0	1	right	green	1	0	0
402	1	31	1	none	0.5	0.516916	green	1	down	down	GLO	right	close	0	intact	none	none	0	0	0.816866	0	1	right	green	1	0	0
402	1	32	1	none	0.5	0.516344	yellow	0	left	left	GLO	right	far	0	intact	none	none	0	0	0.635163	0	1	left	yellow	1	0	0
402	1	33	1	none	0.5	0.517434	blue	1	down	down	GLO	right	far	0	intact	none	none	0	0	0.717052	0	1	up	blue	1	0	0
402	1	34	1	none	0.5	0.516134	green	0	right	right	GLO	right	close	0	intact	none	none	0	0	0.767308	0	1	right	green	1	0	0
402	1	35	1	none	0.5	0.516065	green	1	down	down	GLO	left	far	0	intact	none	none	0	0	0.865018	0	1	right	green	1	0	0
402	1	36	1	none	0.5	0.516957	green	0	right	right	GLO	right	close	0	intact	none	none	0	0	0.532345	0	1	right	green	1	0	0
402	1	37	1	none	0.5	0.516833	red	0	down	down	GLO	left	close	0	intact	none	none	0	0	0.716979	0	1	down	red	1	0	0
402	1	38	1	none	0.5	0.515455	green	0	right	right	GLO	left	close	0	intact	none	none	0	0	0.664394	0	1	right	green	1	0	0
402	1	39	1	none	0.5	0.516937	red	0	down	down	GLO	left	far	0	intact	none	none	0	0	0.607931	0	1	down	red	1	0	0
402	1	40	1	none	0.5	0.5164	red	1	up	up	GLO	right	far	0	intact	none	none	0	0	0.680656	0	1	down	red	1	0	0
402	1	41	1	none	0.5	0.516099	green	1	left	left	GLO	right	close	0	intact	none	none	0	0	0.699793	0	1	right	green	1	0	0
